0.0,0.0,0.0,0.0,0.0,0.0,16.31995391845703,15.958215713500977,0.0,16.0064754486084,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.319881439208984,15.958207130432129,0.0,16.006498336791992,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.31975555419922,15.958196640014648,0.0,16.006528854370117,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.319580078125,15.958183288574219,0.0,16.006572723388672,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.319355010986328,15.958168029785156,0.0,16.006622314453125,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.3190860748291,15.958152770996094,0.0,16.006681442260742,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.318775177001953,15.958135604858398,0.0,16.00674819946289,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.318422317504883,15.958118438720703,0.0,16.00682258605957,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.318031311035156,15.958100318908691,0.0,16.00690269470215,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.31760025024414,15.958081245422363,0.0,16.006988525390625,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.317134857177734,15.958061218261719,0.0,16.007080078125,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.316635131835938,15.958041191101074,0.0,16.007179260253906,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.316102981567383,15.958020210266113,0.0,16.007282257080078,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.31554412841797,15.958003044128418,0.0,16.00738525390625,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.314992904663086,15.957989692687988,0.0,16.00748634338379,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.31464385986328,15.957978248596191,0.0,16.00758934020996,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.314632415771484,15.957969665527344,0.0,16.0076904296875,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.315052032470703,15.957962989807129,0.0,16.007789611816406,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.31595802307129,15.957959175109863,0.0,16.007890701293945,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.317378997802734,15.95795726776123,0.0,16.007991790771484,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.31932258605957,15.957956314086914,0.0,16.00809097290039,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.321786880493164,15.95795726776123,0.0,16.008190155029297,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.32476043701172,15.957959175109863,0.0,16.008289337158203,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.32823371887207,15.957962036132812,0.0,16.00838851928711,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.332189559936523,15.957966804504395,0.0,16.008487701416016,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.33661460876465,15.957971572875977,0.0,16.008586883544922,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.341489791870117,15.957977294921875,0.0,16.008686065673828,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.3468017578125,15.957983016967773,0.0,16.0087833404541,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.35253143310547,15.957990646362305,0.0,16.008882522583008,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.35866355895996,15.957998275756836,0.0,16.008981704711914,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,16.36518096923828,15.958005905151367,0.0,16.009078979492188,0.0,0.0,0.0,0.0
